Artist,Genre,Track,MFCC,Spectral Centroid,Zero-Crossing Rate
Ethan Persoff,Electronic,SNAP! (side one of two),"[-209.95883178710938, 134.34019470214844, -37.64386749267578, 63.39382553100586, -6.547389984130859, 35.26838302612305, -16.148469924926758, 18.465675354003906, -5.1554975509643555, 1.346483826637268, -5.527243137359619, 0.6293330788612366, 1.9653091430664062, -3.9901013374328613, -1.643114686012268, -4.629611492156982, -2.459817886352539, -2.607515573501587, 5.373067855834961, -3.2722108364105225]",3022.3119989044653,0.060675280487509684
Blah Blah Blah,,Red coated young girlfriend,"[-280.93475341796875, 180.83624267578125, -14.703993797302246, 17.823257446289062, 20.330406188964844, -6.437156677246094, 3.752978801727295, -5.5763678550720215, 0.3065229058265686, -5.396567344665527, -4.60020112991333, -4.410521507263184, -5.057930946350098, -5.971297740936279, -8.134203910827637, -3.118692398071289, -3.575136423110962, -1.7489814758300781, -2.4961535930633545, -0.8058565855026245]",1712.4107490297988,0.028028138010747484
Askew Ed,Folk,Bright Mr Brother,"[-300.67059326171875, 234.0526580810547, -32.305850982666016, -15.023337364196777, 31.5169677734375, -1.1082736253738403, -10.465104103088379, -2.1322574615478516, -15.289416313171387, -18.009626388549805, -6.175736427307129, -10.432724952697754, -7.953676700592041, -3.6367685794830322, -13.851290702819824, -13.044029235839844, -8.276702880859375, -9.703749656677246, -7.683112621307373, -7.025716304779053]",1062.4527990241218,0.03139846772243714
Nicky Cook and Chris Andrews,Experimental Pop,Waitin',"[-197.02566528320312, 135.7900848388672, 8.218366622924805, 58.182029724121094, -3.237445116043091, 24.45694923400879, -0.5536919832229614, 8.618322372436523, 7.405492782592773, 1.564024567604065, 5.905620098114014, -0.9953498244285583, 1.4557201862335205, -1.7978049516677856, -3.516295909881592, -5.455879211425781, -5.340453147888184, -4.415798187255859, -5.125064373016357, -1.5672804117202759]",2109.4447684112697,0.030926053251934236
Charles Manson,Folk,Sometimes It Works Just Right,"[-273.2058410644531, 171.12022399902344, -6.776230335235596, 56.91061782836914, 28.323322296142578, -13.851983070373535, -7.401695251464844, 16.427364349365234, -1.561360478401184, -17.709260940551758, 0.3853837251663208, -0.33661508560180664, -0.9491587281227112, 0.5794073939323425, -5.139934062957764, -4.78765869140625, 3.02344012260437, -1.8355482816696167, -3.7866313457489014, 1.6436265707015991]",1527.7820767577223,0.03171520986638265
Cantonement Jazz Band,Blues,I'll Be Blue,"[-193.60052490234375, 157.80545043945312, -24.683320999145508, 44.9715690612793, -6.787337779998779, 13.736273765563965, 5.347054958343506, 11.357537269592285, -0.931818962097168, -9.55115795135498, 6.22908353805542, 0.311490923166275, -4.423695087432861, 0.33638980984687805, -3.851269006729126, -3.1270999908447266, -5.55331563949585, -1.0563184022903442, -4.369731426239014, 0.7400699853897095]",2177.280213164686,0.05230093556351666
Blah Blah Blah,,vermalderhide,"[-311.9075012207031, 154.9514923095703, 19.87258529663086, 33.4125862121582, 6.573019027709961, 33.22594451904297, 5.102873802185059, -0.6544888615608215, 14.626124382019043, -1.8431541919708252, 3.6591925621032715, -3.2587192058563232, 3.931865692138672, 6.40158224105835, -3.632070541381836, 2.5545787811279297, -0.580055296421051, -2.8891196250915527, -3.551774740219116, -3.923966884613037]",1814.3459562632477,0.024349273150386846
The Functional Blackouts,Punk,No Idea,"[-45.77717590332031, 121.5376968383789, -80.32190704345703, 63.7920036315918, -2.7758049964904785, 29.59389877319336, -26.072437286376953, 18.40871238708496, -12.681812286376953, 11.207353591918945, -5.878052234649658, 3.1390254497528076, -0.338286817073822, 6.651881217956543, -2.027513027191162, 0.5141210556030273, 2.9913229942321777, -3.6533970832824707, 3.957199811935425, -3.7238588333129883]",3736.506240057438,0.12767751904013538
Glove Compartment,Rock,The Hymn of the Honeymoon,"[-121.47405242919922, 165.3489532470703, -23.877016067504883, 22.21879005432129, -1.745350956916809, 25.50385856628418, -9.856213569641113, 17.760698318481445, -3.1702489852905273, 16.897573471069336, -6.688103675842285, 8.717435836791992, -2.402237892150879, 7.026622772216797, -4.361361980438232, -3.3528053760528564, -4.3507914543151855, -2.042492389678955, -3.168201446533203, -2.2770745754241943]",2230.1909162116776,0.040773375472017814
Celesteville,,Magnolias Milan,"[-150.39378356933594, 159.90965270996094, -59.24775695800781, 54.746307373046875, -6.884182929992676, 37.503482818603516, 2.4190711975097656, 2.9494974613189697, 2.234175443649292, 3.948747396469116, 6.667199611663818, -0.5762088298797607, 7.2076945304870605, -0.9048216342926025, -4.947246074676514, -2.9801483154296875, -1.8070740699768066, 0.40975022315979004, -0.7804792523384094, -4.03040885925293]",2328.977758051201,0.05778511091634429
Delta Dreambox,Jazz: Vocal,Finally Here,"[-240.7869415283203, 171.25643920898438, 7.5139055252075195, 37.85124969482422, 6.000463008880615, 18.535371780395508, -0.8202553987503052, 10.967998504638672, -2.4868834018707275, -1.8965028524398804, -3.2457163333892822, -6.682014465332031, -9.41346549987793, -5.444468975067139, -4.585620403289795, -9.977109909057617, -3.419795274734497, -2.015498399734497, -5.299666404724121, -4.382176876068115]",1565.7229065132299,0.02668999776094113
Jad Fair,Acapella,Solid Gold Heart,"[-276.9434814453125, 190.4716339111328, 3.7151098251342773, 16.826961517333984, -6.529611110687256, 12.728361129760742, -3.500034809112549, 2.1631319522857666, -2.1922225952148438, -5.606219291687012, -6.958775997161865, -23.0988826751709, -8.461220741271973, -6.41858434677124, -4.712440490722656, 6.474431991577148, -2.2874231338500977, -8.60852336883545, -6.156912803649902, -8.757760047912598]",1467.7463620166945,0.03503668248307543
Blah Blah Blah,,Very Nice,"[-178.57899475097656, 199.2679443359375, -17.398530960083008, 0.9677737951278687, 13.73335075378418, 8.375863075256348, -4.881473541259766, 18.146818161010742, -4.83819055557251, 2.4221720695495605, 2.622375965118408, -2.5148770809173584, 5.929906845092773, 3.408198595046997, 3.9302380084991455, 3.4050867557525635, 3.0654032230377197, 0.05732988566160202, 1.4988281726837158, -4.3574066162109375]",1409.1007291392334,0.02940246463974855
Askew Ed,Folk,Castle Of Stars,"[-183.45797729492188, 153.60577392578125, -36.40665054321289, 26.382322311401367, -1.2991024255752563, 2.8624887466430664, -11.369697570800781, -13.557304382324219, -10.533710479736328, -11.016888618469238, -12.62333869934082, -7.3969035148620605, -10.581031799316406, -9.769479751586914, -2.8981122970581055, -8.988883972167969, -6.027548313140869, -6.053415775299072, -10.041083335876465, -6.533270359039307]",2246.2529908562838,0.04801457477030948
Blah Blah Blah,,The Hotel,"[-375.9291687011719, 168.26771545410156, 66.18186950683594, 29.452896118164062, 32.682029724121094, 14.217208862304688, 11.417181015014648, 7.5180792808532715, 11.890867233276367, 7.452796936035156, 6.6846137046813965, 4.577851295471191, 1.995901107788086, 0.6789764761924744, 0.8904475569725037, 3.100712537765503, 2.031379222869873, 3.4668996334075928, 1.708935022354126, 3.4120473861694336]",1250.570986919174,0.01321154950435203
Area C,Soundtrack,Track 10,"[-315.7895202636719, 177.5601043701172, 4.4799113273620605, 18.51336097717285, 3.56097149848938, 15.765286445617676, -2.0701968669891357, -3.184204339981079, -6.612558364868164, -10.584417343139648, -11.411479949951172, -17.34539794921875, -7.6652092933654785, -9.67456340789795, -6.320940971374512, -8.245753288269043, -5.932974815368652, 2.020965576171875, 4.557229995727539, 0.8448472619056702]",1227.0488320597701,0.020314011121856868
Kevin Shields,Noise,Apparently,"[75.86298370361328, 86.97966766357422, -9.76370620727539, 11.328614234924316, -9.220518112182617, 3.425368309020996, -0.20893079042434692, 7.942035675048828, 3.1716458797454834, 4.447864532470703, -0.14634041488170624, 1.4453176259994507, -1.3901063203811646, 0.8370916247367859, -0.6600761413574219, 0.9573436379432678, -1.0422594547271729, 0.5705784559249878, -1.0998700857162476, 0.02401527762413025]",5391.777816318658,0.07054548315259489
Brian Joseph Davis,Avant-Garde,An Audio Walk Through Greater Newcastle,"[-121.4674301147461, 146.407470703125, -60.48670196533203, 43.40758514404297, 9.824953079223633, 13.260411262512207, -0.275102436542511, 11.933847427368164, 2.3834149837493896, 3.392364263534546, 1.4718364477157593, 4.253993988037109, 2.372922897338867, 3.1330883502960205, -0.3619389832019806, -1.0610568523406982, 0.5053287744522095, -1.4421682357788086, -3.9169929027557373, -0.4473120868206024]",2606.7285360925775,0.06896231262088975
Celesteville,Experimental,White Shoulders,"[-183.7360382080078, 156.88836669921875, -21.36339569091797, 45.50847625732422, -26.050600051879883, 17.298919677734375, -6.831716537475586, 1.7378535270690918, -3.5733046531677246, 3.2021305561065674, -10.746801376342773, 4.918797969818115, 2.1079788208007812, 0.09854747354984283, 10.598636627197266, -7.586472988128662, -4.698061466217041, -4.6041436195373535, -7.1447625160217285, -8.172804832458496]",2423.3793911252283,0.05633540194132455
Heroin UK,Rock,Big Nose,"[-78.42727661132812, 98.31830596923828, 2.06415057182312, 39.4189338684082, -3.114084243774414, 27.3558292388916, -1.695839524269104, 10.147634506225586, -5.187537670135498, 12.89797592163086, -7.571563720703125, 3.403364896774292, -6.027492046356201, 3.288252353668213, -5.339736461639404, -0.7461369633674622, -8.562053680419922, 0.23195326328277588, -5.980337619781494, -0.6944426894187927]",4450.549025064039,0.08747647475309837
Jad Fair,Acapella,Together We Will,"[-264.7484436035156, 151.75128173828125, -22.028034210205078, 33.736839294433594, -5.830960273742676, 20.33363914489746, -13.502768516540527, 10.007397651672363, -2.247957706451416, -11.179865837097168, 2.4585278034210205, -13.401324272155762, -6.421250343322754, -2.728257894515991, -7.545074462890625, -2.320434808731079, -4.486966133117676, -2.3238277435302734, -2.4806792736053467, -9.01366901397705]",2573.871056370276,0.06795902976132842
Gang Wizard,Noise,Track 05,"[-136.6044921875, 112.28201293945312, -43.880882263183594, 50.6072883605957, -17.85856819152832, 12.160140037536621, -26.10287094116211, 9.656538963317871, -17.20047378540039, 7.680000305175781, -24.067855834960938, 3.251936435699463, -16.747364044189453, -1.2035778760910034, -14.844597816467285, 6.8693528175354, -11.439640998840332, 3.323347568511963, -7.317994594573975, 6.552094459533691]",4077.4654697926453,0.08075869650628627
Charles Manson,Folk,I Don't Need Water Sprinklers In The Desert,"[-306.1561279296875, 164.73423767089844, 20.778348922729492, 50.97315216064453, 16.992868423461914, -14.227816581726074, 1.3510453701019287, 15.138171195983887, -4.233018398284912, -12.0957670211792, 7.25691032409668, 2.1604115962982178, -0.6235852837562561, 4.681612014770508, -2.4261062145233154, -1.3756294250488281, 3.9297094345092773, -0.7415379881858826, -0.3233238458633423, 2.3123939037323]",1404.2499331702352,0.026953125
Ed Askew,Folk,At Home In The Factory,"[-201.8456268310547, 211.00067138671875, -63.69707489013672, 35.286949157714844, 8.10466194152832, -0.022917579859495163, -1.4839848279953003, -7.30304479598999, -3.1197776794433594, -6.706170082092285, -10.986784934997559, -5.043095588684082, -4.32112979888916, -7.834625720977783, -4.255733013153076, -7.472198486328125, -5.011294364929199, -6.9545698165893555, -6.820413112640381, -2.2322869300842285]",1622.5109044210649,0.04434424867021276
Blah Blah Blah,,Blahpunk,"[-219.36590576171875, 199.05584716796875, -57.82810592651367, 10.487455368041992, 26.85057830810547, -2.681372880935669, 6.330772399902344, -2.3652710914611816, 7.380047798156738, 7.656549453735352, -5.870335102081299, -1.6500884294509888, -0.6988655924797058, 3.4060895442962646, -4.910759925842285, -3.1625115871429443, -5.7461748123168945, -0.6071873307228088, -4.187817573547363, -1.1304439306259155]",1872.0093154170822,0.05673612539939969
Flying Luttenbachers,Rock,Into the Vastness of Stupidity,"[-160.7879180908203, 161.1396484375, -45.03001022338867, 27.889995574951172, 3.0507631301879883, 12.784163475036621, 1.197866439819336, 11.520292282104492, 8.59243392944336, 12.534416198730469, 1.0627498626708984, 2.374783515930176, -5.419442176818848, 1.0372081995010376, -7.449125289916992, 2.2044620513916016, -7.4816670417785645, -3.8666200637817383, -3.9663662910461426, -1.2371478080749512]",2393.2977989534415,0.054124229327853
Blah Blah Blah,,White Man,"[-250.48123168945312, 205.38632202148438, 6.893226623535156, 18.60841941833496, 21.924903869628906, -2.830352783203125, 10.954924583435059, -3.4459471702575684, 3.791825532913208, 12.945155143737793, -1.3078861236572266, -3.1421756744384766, 2.2539639472961426, -3.075953245162964, 2.769474744796753, 2.942782402038574, -9.23081111907959, -1.4467240571975708, 2.5936357975006104, -1.955597162246704]",1371.6488235522033,0.0318950601426499
Ariel Pink's Haunted Graffiti,Lo-fi,Want Me,"[-133.9762725830078, 168.29197692871094, -101.05551147460938, 45.113311767578125, -7.52012825012207, -12.017128944396973, 2.1619460582733154, -1.2720478773117065, 7.390715599060059, 0.4333138167858124, 0.29010140895843506, -0.396773099899292, -0.3544371724128723, -1.539007544517517, -0.9072983264923096, -1.0014837980270386, -1.713333010673523, -0.867277204990387, 1.6379555463790894, -0.6779595613479614]",2718.180180415207,0.09050864361702128
Dragging an Ox Through Water,Folk,Snowbank Treatment,"[-161.04640197753906, 174.9408721923828, -33.276493072509766, 40.99415969848633, -5.305639266967773, 16.8197021484375, 3.636204481124878, 5.2441911697387695, -1.9721940755844116, 2.528787136077881, -5.110807418823242, -0.4158601760864258, -1.9217069149017334, -1.2752408981323242, -1.5241303443908691, -4.907131671905518, -4.944369792938232, -3.7569077014923096, 0.2057955116033554, -5.913404941558838]",2017.9402284496741,0.03878488695778466
Jad Fair,Acapella,Here's Our Time,"[-276.5235900878906, 148.9940643310547, -62.27586364746094, 30.039037704467773, -17.100215911865234, 6.126858711242676, 3.8612070083618164, 0.7683581709861755, 16.627805709838867, -7.138514518737793, 6.90751314163208, -6.910989761352539, -5.967813491821289, -4.547358512878418, -7.277609825134277, 10.577362060546875, -1.3239269256591797, -0.5403793454170227, 3.4094951152801514, -0.11652769893407822]",2431.7120009324694,0.0692498925856894
Anna Friz & Eric Leonardson,Radio Art,Waltz of the Parking Meters,"[-272.3904724121094, 152.89627075195312, 0.05537014827132225, 54.7811279296875, 50.63057327270508, 32.54011535644531, 0.7323251962661743, 2.1072793006896973, 2.164860248565674, 16.615184783935547, -4.787595272064209, 0.745728611946106, -2.6064975261688232, 2.5130858421325684, -9.247446060180664, -5.219180107116699, -4.259615421295166, -3.8574509620666504, -8.3570556640625, -7.119866847991943]",1448.2818853582978,0.020813436895551256
Delta Dreambox,Jazz: Vocal,Without A Sound,"[-267.2279968261719, 184.9837646484375, 8.771724700927734, 26.696290969848633, 1.779605746269226, 10.180784225463867, 3.280195951461792, 8.709266662597656, -0.5690881013870239, -10.848360061645508, -1.3602781295776367, 0.1926591545343399, -7.648222923278809, -6.319595813751221, 1.7523751258850098, -3.0631558895111084, -6.47570276260376, 4.788943767547607, 0.5596277713775635, 0.15170513093471527]",1394.0496462243864,0.026275386847195357
Celesteville,Lo-fi,Let's Climb a Mossy Hill,"[-123.18614196777344, 158.86167907714844, -64.95709228515625, 61.729248046875, 0.6558573842048645, 5.992879390716553, 8.98636245727539, 9.685505867004395, -8.348682403564453, -0.13149896264076233, -12.520181655883789, -0.9533836841583252, -7.844881534576416, -2.4364407062530518, -4.645605564117432, -9.012382507324219, -4.687594413757324, -9.148744583129883, -4.3273210525512695, -10.812756538391113]",2562.077247484181,0.06734442323053834
